concepto_id,nombre_en,elementos
FMA65198,superficial head of right flexor pollicis brevis,1
FMA65199,superficial head of left flexor pollicis brevis,1
FMA65410,intermediate tendon,1
FMA65470,proximal phalanx of left thumb,1
FMA65539,subdivision of parasympathetic nervous system,2
FMA65551,subdivisionof autonomic nervous system,2
FMA66241,first posterior intercostal artery,2
FMA66242,right first posterior intercostal artery,1
FMA66243,left first posterior intercostal artery,1
FMA66267,variant systemic artery,1
FMA66320,thoracodorsal artery,2
FMA66321,right thoracodorsal artery,1
FMA66322,left thoracodorsal artery,1
FMA66326,pulmonary artery,99
FMA66327,branch of right coronary artery,30
FMA66328,branch of left coronary artery,26
FMA66332,zone of artery,10
FMA66358,trunk of superior mesenteric artery,1
FMA66362,trunk of renal artery,2
FMA66363,trunk of right renal artery,1
FMA66364,trunk of left renal artery,1
FMA66403,anterior interventricular vein,9
FMA66464,systemic artery,463
FMA66562,trunk of thoraco-acromial artery,2
FMA66563,trunk of right thoraco-acromial artery,1
FMA66564,trunk of left thoraco-acromial artery,1
FMA66643,pulmonary vein,84
FMA66644,systemic vein,219
FMA66645,portal vein,37
FMA66791,proximal phalanx of left little finger,1
FMA67112,immaterial anatomical entity,12
FMA67135,anatomical structure,2166
FMA67165,material anatomical entity,2222
FMA67242,gray matter of neuraxis,14
FMA67325,occipital lobe,2
FMA67329,insula,2
FMA67396,articular disk of symphysis,23
FMA67498,organ,649
FMA67504,subdivision of cardinal body part,2
FMA67536,cardinal tissue part,2
FMA67538,subdivision of epithelium,2
FMA67552,anatomical cavity,6
FMA67598,leaf of cardiac valve,5
FMA67601,process of organ,1
FMA67619,organ region,1356
FMA67936,left optic tract,1
FMA67942,segment of metencephalon,2
FMA67943,pons,2
FMA67944,cerebellum,2
FMA67950,stria of telencephalon,2
FMA67951,lamina of cerebral hemisphere,2
FMA67957,segment of gyrus of cerebral hemisphere,4
FMA67977,dorsal venous network of hand,2
FMA68045,segment of thoracic aorta,3
FMA68068,inferior phrenic vein,6
FMA68109,bronchial artery,1
FMA68192,lobar artery,1
FMA68197,right upper lobar artery,24
FMA68208,pulmonary segment of bronchial tree,98
FMA68211,right apical segmental bronchial tree,8
FMA68212,right anterior segmental bronchial tree,7
FMA68213,right posterior segmental bronchial tree,6
FMA68214,medial segmental bronchial tree,4
FMA68215,lateral segmental bronchial tree,4
FMA68216,right superior segmental bronchial tree,9
FMA68218,right medial basal segmental bronchial tree,2
FMA68219,anterior basal segmental bronchial tree,6
FMA68220,right lateral basal segmental bronchial tree,4
FMA68221,right posterior basal segmental bronchial tree,6
FMA68222,left anterior segmental bronchial tree,8
FMA68223,left apical segmental bronchial tree,6
FMA68225,left posterior segmental bronchial tree,3
FMA68226,superior lingular bronchial tree,4
FMA68227,inferior lingular bronchial tree,2
FMA68228,left superior segmental bronchial tree,7
FMA68229,posterior basal segmental bronchial tree,12
FMA68230,left medial basal segmental bronchial tree,2
FMA68231,left anterior basal segmental bronchial tree,3
FMA68232,left lateral basal segmental bronchial tree,4
FMA68233,left posterior basal segmental bronchial tree,6
FMA68234,apical segmental bronchial tree,14
FMA68235,anterior segmental bronchial tree,15
FMA68236,posterior segmental bronchial tree,9
FMA68237,superior segmental bronchial tree,16
FMA68238,basal segmental bronchial tree,30
FMA68320,medial basal segmental bronchial tree,4
FMA68321,right anterior basal segmental bronchial tree,3
FMA68322,lateral basal segmental bronchial tree,8
FMA68418,right main bronchus proper,1
FMA68661,apical part of apical segmental artery,4
FMA68662,apical part of right apical segmental artery,4
FMA68664,anterior part of apical segmental artery,4
FMA68665,anterior part of right apical segmental artery,4
FMA68667,subsegmental part of apical segmental artery,8
FMA68668,subsegmental part of posterior segmental artery,6
FMA68669,apical part of posterior segmental artery,3
FMA68670,apical part of right posterior segmental artery,3
FMA68672,posterior part of posterior segmental artery,3
FMA68673,posterior part of right posterior segmental artery,3
FMA68675,subsegmental part of anterior segmental artery,7
FMA68676,posterior part of anterior segmental artery,3
FMA68677,posterior branch of right anterior segmental artery,3
FMA68682,anterior branch of anterior segmental artery,4
FMA68683,anterior branch of right anterior segmental artery,4
FMA68689,subsegmental part of lateral segmental artery,4
FMA68690,posterior branch of lateral segmental artery,2
FMA68691,anterior branch of lateral segmental artery,2
FMA68692,subsegmental part of medial segmental artery,4
FMA68693,superior branch of medial segmental artery,2
FMA68694,inferior branch of medial segmental artery,2
FMA68704,medial branch of superior segmental artery,3
FMA68705,subsegmental part of superior segmental artery,9
FMA68706,medial branch of right superior segmental artery,3
FMA68708,superior branch of superior segmental artery,3
FMA68709,superior branch of right superior segmental artery,3
FMA68711,lateral branch of superior segmental artery,3
FMA68712,lateral branch of right superior segmental artery,3
FMA68720,subsegmental part of anterior basal segmental artery,3
FMA68721,lateral branch of anterior basal segmental artery,1
FMA68722,basal branch of anterior basal segmental artery,2
FMA68723,basal branch of right anterior basal segmental artery,2
FMA68725,lateral branch of right anterior basal segmental artery,1
FMA68727,subsegmental part of lateral basal segmental artery,4
FMA68728,lateral branch of right lateral basal segmental artery,4
FMA68733,subsegmental part of posterior basal segmental artery,6
FMA68734,accessory subsuperior branch of posterior basal segmental artery,2
FMA68735,accessory subsuperior branch of right posterior basal segmental artery,2
FMA68737,laterobasal branch of posterior basal segmental artery,2
FMA68738,laterobasal branch of right posterior basal segmental artery,2
FMA68740,mediobasal branch of posterior basal segmental artery,2
FMA68741,mediobasal branch of right posterior basal segmental artery,2
FMA68878,trunk of segmental pulmonary vein,1
FMA68879,trunk of apical segmental vein,1
FMA68880,trunk of right apical segmental vein,1
FMA68919,apical part of apical segmental vein,3
FMA68920,anterior part of apical segmental vein,2
FMA68921,anterior part of right apical segmental vein,2
FMA68926,superior part of right anterior segmental vein,1
FMA68928,inferior part of right anterior segmental vein,1
FMA68944,posterior part of lateral segmental vein,3
FMA68945,anterior part of lateral segmental vein,3
FMA68982,superior part of medial segmental vein,1
FMA68983,inferior part of medial segmental vein,2
FMA69264,inferior suprarenal artery,2
FMA69265,right inferior suprarenal artery,1
FMA69266,left inferior suprarenal artery,1
FMA69418,trunk of branch of popliteal artery,4
FMA69458,subdivision of external iliac artery,32
FMA69459,subdivision of deep femoral artery,6
FMA69476,subdivision of anterior tibial artery,8
FMA69490,right lateral tarsal artery,1
FMA69491,left lateral tarsal artery,1
FMA69494,right arcuate artery,1
FMA69495,left arcuate artery,1
FMA69513,deep plantar artery,2
FMA69514,right deep plantar artery,1
FMA69515,left deep plantar artery,1
FMA69517,distal perforating artery,2
FMA69559,zone of trunk of lateral plantar artery,4
FMA69713,digital artery of foot,2
FMA69784,branch of posterior tibial artery,4
FMA69796,subdivision of internal iliac artery,4
FMA69803,subdivision of anterior division of internal iliac artery,4
FMA69805,subdivision of internal pudendal artery,4
FMA70247,subdivision of external iliac artery proper,2
FMA70248,femoral artery,2
FMA70249,right femoral artery,4
FMA70250,left femoral artery,4
FMA70251,subdivision of femoral artery,8
FMA70345,subdivision of subclavian artery,142
FMA70353,subdivision of thyrocervical artery,10
FMA70358,subdivision of internal thoracic artery,4
FMA70399,subdivision of costocervical artery,4
FMA70408,subdivision of thoraco-acromial artery,6
FMA70422,subdivision of subscapular artery,4
FMA70429,subdivision of celiac artery,32
FMA70433,subdivision of common hepatic artery,21
FMA70436,subdivision of gastroduodenal artery,3
FMA70437,superior pancreaticoduodenal artery,2
FMA70439,subdivision of right hepatic artery,9
FMA70440,subdivision of left hepatic artery,7
FMA70442,anterior superior segmental hepatic artery,1
FMA70443,anterior inferior segmental hepatic artery,1
FMA70445,posterior superior segmental hepatic artery,2
FMA70446,posterior inferior segmental hepatic artery,1
FMA70447,caudate lobe branch of right hepatic artery,2
FMA70449,medial superior segmental hepatic artery,1
FMA70450,medial inferior segmental hepatic artery,1
FMA70452,lateral superior segmental hepatic artery,2
FMA70453,lateral inferior segmental hepatic artery,1
FMA70455,caudate lobe branch of left hepatic artery,1
FMA70456,trunk of right hepatic artery,1
FMA70457,trunk of left hepatic artery,1
FMA70470,subdivision of splenic artery,5
FMA70471,pancreatic artery,4
FMA70478,subdivision of superior mesenteric artery,13
FMA70479,anterior inferior pancreaticoduodenal artery,1
FMA70480,posterior inferior pancreaticoduodenal artery,1
FMA70481,subdivision of inferior pancreaticoduodenal artery,2
FMA70483,subdivision of inferior mesenteric artery,4
FMA70484,segment of renal artery,30
FMA70485,anterior division of renal artery,12
FMA70486,anterior division of right renal artery,6
FMA70487,anterior division of left renal artery,6
FMA70488,posterior division of renal artery,6
FMA70489,posterior division of right renal artery,3
FMA70490,posterior division of left renal artery,3
FMA70491,ureteric segment of renal artery,3
FMA70492,ureteric segment of right renal artery,2
FMA70493,ureteric segment of left renal artery,1
FMA70494,segmental renal artery,7
FMA70499,superior segmental renal artery,2
FMA70502,inferior segmental renal artery,2
FMA70503,posterior segmental renal artery,3
FMA70504,subdivision of common carotid artery,71
FMA70506,subdivision of internal carotid artery,69
FMA70523,subdivision of cerebral part of internal carotid artery,69
FMA70593,subdivision of epidermis,2
FMA70676,subdivision of superior temporal gyrus,4
FMA70701,anterior part of superior temporal gyrus,2
FMA70703,posterior part of superior temporal gyrus,2
FMA70741,set of facial hairs,1
FMA70752,set of hairs,1
FMA70779,set of organs,18
FMA70800,set of dorsal metacarpal arteries,2
FMA70801,set of dorsal digital arteries,4
FMA70815,set of perforating arteries,4
FMA70821,set of common plantar digital arteries,2
FMA70839,set of anterior intercostal veins,2
FMA70917,set of dorsal digital veins,2
FMA70919,set of plantar digital veins,2
FMA70922,set of perforating veins,5
FMA71012,skin appendage,2
FMA71114,brachium of inferior colliculus,2
FMA71193,lobe of thymus,2
FMA71194,right lobe of thymus,1
FMA71195,left lobe of thymus,1
FMA71209,tributary of axillary vein,30
FMA71210,lateral thoracic vein,2
FMA71211,right lateral thoracic vein,1
FMA71212,left lateral thoracic vein,1
FMA71213,thoracodorsal vein,2
FMA71214,right thoracodorsal vein,1
FMA71215,left thoracodorsal vein,1
FMA71235,region of dura mater,1
FMA71307,set of interspinales lumborum,2
FMA71309,set of interspinales cervicis,2
FMA71313,set of levatores costarum longi,2
FMA71314,set of levatores costarum breves,2
FMA71318,set of lumbricals of hand,2
FMA71319,set of dorsal interossei of hand,2
FMA71320,set of palmar interossei of hand,2
FMA71442,set of anterior cervical intertransversarii,2
FMA71443,set of posterior cervical intertransversarii,2
FMA71502,set of posterior temporal branches of lateral occipital artery,2
FMA71537,set of oesophageal branches of thoracic aorta,1
FMA71562,set of calcaneal branches of posterior tibial artery,2
FMA71564,set of plantar digital arteries proper,3
FMA71708,right lobe branch of right hepatic artery,2
FMA71709,subdivision of right lobe branch of right hepatic artery,5
FMA71710,left lobe branch of left hepatic artery,1
FMA71736,subdivision of left lobe branch of left hepatic artery,5
FMA71856,segment of biliary tree,13
FMA71859,segment of right hepatic biliary tree,5
FMA71860,segment of left hepatic biliary tree,7
FMA71865,segmental tributary of right hepatic biliary tree,5
FMA71866,segmental tributary of left hepatic biliary tree,7
FMA71867,anterior superior tributary of right hepatic biliary tree,1
FMA71868,anterior inferior tributary of right hepatic biliary tree,1
FMA71869,posterior superior tributary of right hepatic biliary tree,2
FMA71870,posterior inferior tributary of right hepatic biliary tree,1
FMA71885,medial superior tributary of left hepatic biliary tree,2
FMA71886,medial inferior tributary of left hepatic biliary tree,1
FMA71887,lateral superior tributary of left hepatic biliary tree,2
FMA71888,lateral inferior tributary of left hepatic biliary tree,1
FMA71889,caudate lobe tributary of left hepatic biliary tree,1
FMA71903,subdivision of hepatic portal vein,15
FMA71904,pre-hepatic portal vein,1
FMA71905,subdivision of right hepatic portal vein,6
FMA71906,subdivision of left hepatic portal vein,5
FMA71907,trunk of branch of hepatic portal vein,2
FMA71908,proximal phalanx of left middle finger,1
FMA71915,proximal phalanx of left index finger,1
FMA71916,proximal phalanx of left ring finger,1
FMA72058,intrinsic ligament of larynx,1
FMA72308,stylohyoid ligament,2
FMA72309,right stylohyoid ligament,1
FMA72311,left stylohyoid ligament,1
FMA72417,brachium of superior colliculus,2
FMA72653,right superior frontal gyrus,1
FMA72654,left superior frontal gyrus,1
FMA72655,right middle frontal gyrus,1
FMA72656,left middle frontal gyrus,1
FMA72657,right inferior frontal gyrus,1
FMA72658,left inferior frontal gyrus,1
FMA72661,right precentral gyrus,1
FMA72662,left precentral gyrus,1
FMA72665,right postcentral gyrus,1
FMA72666,left postcentral gyrus,1
FMA72667,right supramarginal gyrus,1
FMA72668,left supramarginal gyrus,1
FMA72669,right angular gyrus,1
FMA72670,left angular gyrus,1
FMA72671,right superior parietal lobule,1
FMA72672,left superior parietal lobule,1
FMA72685,right middle temporal gyrus,1
FMA72686,left middle temporal gyrus,1
FMA72687,right inferior temporal gyrus,1
FMA72688,left inferior temporal gyrus,1
FMA72689,right fusiform gyrus,1
FMA72690,left fusiform gyrus,1
FMA72705,right parahippocampal gyrus,1
FMA72706,left parahippocampal gyrus,1
FMA72713,right hippocampus,1
FMA72714,left hippocampus,1
FMA72717,right cingulate gyrus,1
FMA72718,left cingulate gyrus,1
FMA72800,anterior part of right superior temporal gyrus,1
FMA72801,anterior part of left superior temporal gyrus,1
FMA72804,posterior part of right superior temporal gyrus,1
FMA72805,posterior part of left superior temporal gyrus,1
FMA72826,right caudate nucleus,1
FMA72827,left caudate nucleus,1
FMA72828,right putamen,1
FMA72829,left putamen,1
FMA72830,right globus pallidus,1
FMA72831,left globus pallidus,1
FMA72832,right amygdala,1
FMA72833,left amygdala,1
FMA72906,right internal capsule,1
FMA72907,left internal capsule,1
FMA72924,right fornix of forebrain,1
FMA72925,left fornix of forebrain,1
FMA72940,left stria terminalis,1
FMA72975,right occipital lobe,1
FMA72976,left occipital lobe,1
FMA72977,right insula,1
FMA72978,left insula,1
FMA73203,trunk of subdivision of axillary artery,2
FMA73204,trunk of branch of common iliac artery,4
FMA73303,right lateral geniculate body,1
FMA73304,left lateral geniculate body,1
FMA73309,right medial geniculate body,1
FMA73310,left medial geniculate body,1
FMA73413,right stria medullaris of thalamus,1
FMA73414,left stria medullaris of thalamus,1
FMA73422,right superior colliculus,1
FMA73423,left superior colliculus,1
FMA73434,right inferior colliculus,1
FMA73435,left inferior colliculus,1
FMA73461,brachium of right superior colliculus,1
FMA73462,brachium of left superior colliculus,1
FMA73463,brachium of right inferior colliculus,1
FMA73464,brachium of left inferior colliculus,1
FMA74075,set of right levatores costarum longi,1
FMA74076,set of left levatores costarum longi,1
FMA74077,set of right levatores costarum breves,1
FMA74078,set of left levatores costarum breves,1
FMA74779,musculature of chest,4
FMA74866,zone of diencephalon,3
FMA74877,mammillary body,2
FMA74912,trunk of anterior interventricular branch of left coronary artery,1
FMA75351,interventricular foramen,1
FMA75445,membrane organ component,2
FMA75865,trunk of branch of internal carotid artery,2
FMA76107,trunk of branch of middle cerebral artery,2
FMA76127,trunk of inferior terminal branch of middle cerebral artery,2
FMA76128,trunk of inferior terminal branch of right middle cerebral artery,1
FMA76129,trunk of inferior terminal branch of left middle cerebral artery,1
FMA76259,branch of vertebral artery,28
FMA76264,intracranial branch of vertebral artery,28
FMA76269,branch of basilar artery,32
FMA76301,trunk of branch of subclavian artery,4
FMA76547,trunk of branch of common hepatic artery,3
FMA76574,trunk of gastroduodenal artery,1
FMA76582,trunk of hepatic artery,2
FMA76767,anterior cardiac vein,2
FMA76903,left duct of caudate lobe of liver,1
FMA76998,supreme intercostal artery,2
FMA77140,ulnar recurrent artery,4
FMA77144,recurrent interosseous artery,2
FMA77155,popliteal artery,2
FMA77168,median sacral vein,1
FMA77177,iliocostalis,6
FMA77178,longissimus,6
FMA77179,spinalis,4
FMA77180,splenius,4
FMA77380,right popliteal artery,1
FMA77381,left popliteal artery,1
FMA77439,artery of central sulcus,4
FMA77498,circumflex scapular vein,2
FMA77499,anterior circumflex humeral vein,2
FMA77883,subdivision of brachiocephalic vein,44
FMA77884,subdivision of subclavian vein,34
FMA77949,right circumflex scapular vein,1
FMA77950,left circumflex scapular vein,1
FMA77954,right anterior circumflex humeral vein,1
FMA77955,left anterior circumflex humeral vein,1
FMA78021,medial brachial vein,2
FMA78048,subdivision of superior vena caval tree,60
FMA78049,subdivision of inferior vena caval tree,115
FMA78121,superior phrenic vein,7
FMA78204,subdivision of external iliac vein,40
FMA78207,tributary of basilic vein,4
FMA78447,region of ventricular system of brain,5
FMA78448,lateral ventricle,2
FMA78449,right lateral ventricle,1
FMA78450,left lateral ventricle,1
FMA78454,third ventricle,1
FMA78467,cerebral aqueduct,1
FMA78469,fourth ventricle,1
FMA78497,central canal of spinal cord,1
FMA78562,set of organ regions,36
FMA78590,set of heterogeneous clusters,2
FMA79615,branch of postcommunicating part of anterior cerebral artery,18
FMA79631,branch of sphenoid part of middle cerebral artery,8
FMA79658,dorsal scapular artery,2
FMA79979,sternocostal part of right pectoralis major,1
FMA79980,sternocostal part of left pectoralis major,1
FMA81150,lobule of cerebral hemisphere,2
FMA81752,right cervical rotator,1
FMA81753,left cervical rotator,1
FMA82472,cardinal organ part,1455
FMA82478,lobular organ component,3
FMA82481,organ chamber,2
FMA82485,organ component layer,9
FMA82494,lobular segment,1
FMA82500,membranous layer,2
FMA82594,segment of subclavian artery,4
FMA82695,trunk of right portal vein,1
FMA82697,trunk of left portal vein,1
FMA82706,caudate lobe branch of right portal vein,1
FMA82734,right long ciliary nerve,1
FMA82735,left long ciliary nerve,1
FMA83115,cell part cluster,42
FMA83143,cell part cluster of neuraxis,42
FMA83153,organ component of neuraxis,4
FMA83465,segment of white matter of neuraxis,14
FMA83563,subdivision of muscle layer,3
FMA83686,nucleus of neuraxis,10
FMA83738,subarachnoid incisure,2
FMA83740,interpeduncular fossa,2
FMA83840,nucleus of brain,10
FMA83854,stria of neuraxis,4
FMA83856,lamina of neuraxis,2
FMA83857,brachium of neuraxis,4
FMA83860,peduncle of neuraxis,2
FMA83865,fornix of neuraxis,2
FMA83874,gyrus of neuraxis,26
FMA83904,septum of neuraxis,1
FMA83906,commissure of neuraxis,2
FMA83912,gray matter of diencephalon,2
FMA83915,gray matter of hypothalamus,2
FMA83929,white matter of neuraxis,20
FMA83930,white matter of telencephalon,6
FMA83966,tentorium cerebelli,1
FMA84054,zone of neuraxis,3
FMA84059,nuclear complex of neuraxis,2
FMA84081,circumventricular organ of neuraxis,1
FMA84201,secondary incisor tooth,8
FMA84203,secondary canine tooth,4
FMA84207,secondary molar tooth,8
FMA84881,subdivision of subarachnoid space,2
FMA84926,anatomical compartment space,2
FMA84953,space of compartment of head,2
FMA85095,proper palmar digital vein of little finger,6
FMA85096,proper palmar digital vein of right index finger,2
FMA85097,proper palmar digital vein of left index finger,2
FMA85098,proper palmar digital vein of right middle finger,2
FMA85099,proper palmar digital vein of left middle finger,2
FMA85100,proper palmar digital vein of right ring finger,2
FMA85101,proper palmar digital vein of left ring finger,2
FMA85102,proper palmar digital vein of right little finger,3
FMA85103,proper palmar digital vein of left little finger,3
FMA85107,third common palmar digital artery,2
FMA85108,fourth common palmar digital artery,2
FMA85109,branch of first common palmar digital artery,4
FMA85110,branch of second common palmar digital artery,3
FMA85111,medial proper palmar digital artery of middle finger,1
FMA85112,medial proper palmar digital artery of right middle finger,1
FMA85114,lateral proper palmar digital artery of ring finger,2
FMA85115,lateral proper palmar digital artery of right ring finger,1
FMA85116,lateral proper palmar digital artery of left ring finger,1
FMA85117,branch of third common palmar digital artery,3
FMA85118,left first common palmar digital artery,1
FMA85119,right second common palmar digital artery,1
FMA85120,left second common palmar digital artery,1
FMA85121,right third common palmar digital artery,1
FMA85122,left third common palmar digital artery,1
FMA85123,right fourth common palmar digital artery,1
FMA85124,left fourth common palmar digital artery,1
FMA85453,head of muscle organ,42
FMA86020,subdivision of transverse cervical artery,4
FMA86033,opponens digiti minimi of foot,2
FMA86034,opponens digiti minimi of right foot,1
FMA86035,opponens digiti minimi of left foot,1
FMA86103,region of organ component,33
FMA86127,branch of posterior choroidal artery,2
FMA86140,organ segment,1200
FMA86187,segment of arterial tree organ,603
FMA86188,segment of venous tree organ,371
FMA86195,segment of lacrimal duct,6
FMA86212,region of wall of heart,3
FMA86254,segment of systemic artery,6
FMA86256,segment of arterial trunk,9
FMA86340,superior segmental branch of right renal artery,1
FMA86341,superior segmental branch of left renal artery,1
FMA86346,inferior segmental branch of right renal artery,1
FMA86347,inferior segmental branch of left renal artery,1
FMA86348,posterior segmental branch of right renal artery,1
FMA86349,posterior segmental branch of left renal artery,2
FMA86375,ligament organ component,7
FMA86464,corpus callosum,1
FMA86565,region of papillary muscle of left ventricle,1
FMA86566,region of lateral papillary muscle of left ventricle,1
FMA87217,descending thoracic aorta,1
FMA87218,trunk of coronary artery,2
FMA222905,segment of colon,3
FMA223151,internal gray matter component,12
FMA225818,region of layer of wall of eyeball,4
FMA228667,set of organ parts,36
FMA230984,middle phalanx of little toe,2
FMA230986,middle phalanx of right little toe,1
FMA230988,middle phalanx of left little toe,1
FMA241998,cerebral white matter,2
FMA242193,region of cerebral cortex,2
FMA242770,region of wall of ventricular system of neuraxis,2
FMA242789,region of ventricular system of neuraxis,6
FMA256174,region of cerebral white matter,2
FMA256194,orbital gyrus,2
FMA256237,segment of neuraxis,46
FMA256693,nucleus of thalamus,4
FMA258714,right thalamus,1
FMA258716,left thalamus,1
FMA258847,right calcaneal tendon,1
FMA258850,right intermediate tendon,1
FMA260791,white matter of right cerebral hemisphere,2
FMA260794,white matter of left cerebral hemisphere,2
FMA264844,left calcaneal tendon,1
FMA265178,ligament of lower limb,2
FMA265180,ligament of limb,2
FMA265400,region of vascular layer of eyeball,6
FMA266054,subdivision of cranial dura mater,1
FMA268667,right recurrent interosseous artery,1
FMA268669,left recurrent interosseous artery,1
FMA268712,segment of anterior tibial artery,2
FMA268955,region of papillary muscle,4
FMA3734,aorta,5
FMA3862,anterior interventricular branch of left coronary artery,18
FMA4717,anterior cardiac venous tree,3
FMA7088,heart,83
FMA7096,right atrium,5
FMA7097,left atrium,6
FMA7098,right ventricle,10
FMA7101,left ventricle,8
FMA7152,alimentary system,147
FMA7154,head,143
FMA7155,neck,13
FMA7157,nervous system,60
FMA7158,respiratory system,284
FMA7159,urinary system,6
FMA7160,genital system,1
FMA7161,cardiovascular system,627
FMA7165,right side of heart,46
FMA7166,left side of heart,36
FMA7181,trunk,577
FMA7184,lower limb,3
FMA7185,right upper limb,49
FMA7186,left upper limb,48
FMA7187,right lower limb,32
FMA7188,left lower limb,32
FMA7197,liver,60
FMA7200,small intestine,56
FMA7201,large intestine,8
FMA7207,jejunum,23
FMA7208,ileum,32
FMA7216,outflow part of right ventricle,3
FMA7234,tricuspid valve,3
FMA7235,mitral valve,4
FMA7236,aortic valve,3
FMA7246,pulmonary valve,3
FMA7259,papillary muscle of right ventricle,3
FMA7309,right lung,156
FMA7310,left lung,124
FMA7333,upper lobe of right lung,62
FMA7337,lower lobe of right lung,69
FMA7338,right apical bronchopulmonary segment,22
FMA7339,right posterior bronchopulmonary segment,19
FMA7359,right anterior bronchopulmonary segment,20
FMA7360,medial bronchopulmonary segment,11
FMA7361,lateral bronchopulmonary segment,14
FMA7362,right posterior basal bronchopulmonary segment,21
FMA7363,right lateral basal bronchopulmonary segment,12
FMA7364,right anterior basal bronchopulmonary segment,8
FMA7365,right medial basal bronchopulmonary segment,4
FMA7366,right superior bronchopulmonary segment,24
FMA7370,upper lobe of left lung,68
FMA7371,lower lobe of left lung,56
FMA7372,apicoposterior bronchopulmonary segment,17
FMA7373,left anterior bronchopulmonary segment,19
FMA7374,superior lingular bronchopulmonary segment,10
FMA7375,inferior lingular bronchopulmonary segment,6
FMA7376,left superior bronchopulmonary segment,14
FMA7377,left medial basal bronchopulmonary segment,4
FMA7378,left anterior basal bronchopulmonary segment,10
FMA7379,left lateral basal bronchopulmonary segment,12
FMA7380,left posterior basal bronchopulmonary segment,16
FMA7383,middle lobe of lung,25
FMA7385,left apical bronchopulmonary segment,17
FMA7386,left posterior bronchopulmonary segment,13
FMA7393,tracheobronchial tree,95
FMA7395,right main bronchus,1
FMA7480,rib cage,41
FMA7481,skeletal system of thorax,68
FMA7482,musculoskeletal system,138
FMA7483,axial skeletal system,95
FMA7485,sternum,3
FMA7563,body compartment,470
FMA7647,spinal cord,1
FMA8617,right apical segmental artery,8
FMA8619,right posterior segmental artery,6
FMA8627,right superior segmental artery,9
FMA8630,right anterior basal segmental artery,3
FMA8631,right lateral basal segmental artery,4
FMA8632,right posterior basal segmental artery,6
FMA8655,right upper lobar vein,17
FMA8656,middle lobar vein,9
FMA8657,left upper lobar vein,20
FMA8658,lingular vein,4
FMA8661,right apical segmental vein,6
FMA8664,lateral segmental vein,6
FMA8665,medial segmental vein,3
FMA8666,apicoposterior segmental vein,17
FMA8671,right common basal vein,17
FMA8672,right superior basal vein,6
FMA8674,right inferior basal vein,11
FMA8676,left common basal vein,12
FMA8677,left superior basal vein,8
FMA8679,left inferior basal vein,4
FMA9140,thoracic vertebral column,23
FMA9348,subaortic curtain of left ventricle,3
FMA9352,papillary muscle of left ventricle,2
FMA9473,outflow part of left ventricle,4
FMA9496,fibrous skeleton of heart,3
FMA9498,fibrous ring of mitral valve,3
FMA9533,wall of right ventricle,3
FMA9535,myocardium of right ventricle,3
FMA9550,outflow part of right atrium,3
FMA9551,outflow part of left atrium,4
FMA9552,inflow part of right ventricle,6
FMA9553,anterior wall of right ventricle,1
FMA9555,inferior wall of right ventricle,1
FMA9556,wall of left ventricle,3
FMA9558,myocardium of left ventricle,3
FMA9560,anterior wall of left ventricle,2
FMA9561,inferior wall of left ventricle,1
FMA9563,lateral wall of left ventricle,2
FMA9564,inflow part of left ventricle,6
FMA9576,thorax,537
FMA9577,abdomen,24
FMA9578,pelvis,8
FMA9579,perineum,4
FMA9584,peritoneum,3
FMA9607,thymus,2
FMA9668,endocrine system,7
FMA9713,right hand,19
FMA9714,left hand,19
FMA9826,mediastinum,189
FMA9827,superior mediastinum,101
FMA9828,inferior mediastinum,90
FMA9838,anterior mediastinum,2
FMA9839,middle mediastinum,85
FMA9840,posterior mediastinum,4
FMA9908,peritoneal sac,3
FMA10427,body wall,81
FMA10428,thoracic wall,55
FMA10429,wall of abdomen proper,15
FMA10430,pelvic wall,7
FMA11343,right foot,26
FMA11344,left foot,26
FMA11345,right forearm,3
FMA11346,left forearm,3
FMA12514,right eyeball,8
FMA12515,left eyeball,9
FMA13362,right lobe of liver,17
FMA13363,left lobe of liver,25
FMA13373,right pectoralis major,2
FMA13374,left pectoralis major,2
FMA13478,vertebral column,48
FMA14541,cecum,1
FMA14615,wall of small intestine,1
FMA14618,wall of ileum,1
FMA14619,wall of large intestine,3
FMA14627,anterior abdominal wall,2
FMA14628,posterior abdominal wall,12
FMA14665,biliary tree,16
FMA14703,visceral peritoneum,3
FMA14775,gastroduodenal artery,1
FMA14778,right hepatic artery,8
FMA14779,left hepatic artery,7
FMA14823,inferior branch of ileocolic artery,6
FMA14971,muscle layer of large intestine,3
FMA15419,anterior branch of right portal vein,2
FMA15422,posterior branch of right portal vein,3
FMA15427,medial branch of left portal vein,2
FMA15430,lateral branch of left portal vein,2
FMA15748,anterior sector of right liver,3
FMA15749,posterior sector of right liver,2
FMA15750,anterior sector of left liver,2
FMA15751,posterior sector of left liver,1
FMA15809,right hemiliver,5
FMA15810,left hemiliver,3
FMA16203,lumbar vertebral column,10
FMA16580,bony pelvis,3
FMA16581,pelvic girdle,3
FMA16582,right pelvic girdle,1
FMA16583,left pelvic girdle,1
FMA17181,wall of distal part of ileum,1
FMA20218,mons pubis,1
FMA20224,right side of rib cage,19
FMA20225,left side of rib cage,19
FMA20226,right side of bony pelvis,1
FMA20227,left side of bony pelvis,1
FMA20347,anal part of perineum,4
FMA20394,human body,1258
FMA20796,right deep femoral artery,2
FMA20797,left deep femoral artery,2
